link,title,tags,score
"518884","Какие языки программирования компилируются в исполняемый файл?","<компиляция><любой-язык>","7"
"566289","В чем смысл типа char * const* в языке Си?","<c><указатели><const>","7"
"532159","Как браузер дает знать серверу, что он поддерживает HTTP/2?","<http><https>","7"
"491031","Error install react","<javascript><node.js><reactjs><npm>","7"
"720407","Как хранится имя переменной?","<c++><c><типы-данных>","7"
"546644","Для чего нужен код (хэштег) в конце сайта?","<html><url><веб-программирование>","7"
"797037","Работа с памятью при использовании Git","<git><контроль-версий>","7"
"634536","Как запустить Rails-приложение на вебсервере Puma без порта?","<ruby-on-rails>","7"
"637375","Bitbucket - лицензия по умолчанию","<лицензирование><авторские-права>","7"
"627064","Работа промисов","<javascript><promise>","7"
"718919","Наличие 9 бита в байте в современных компьютерах","<ассемблер><битовые-операции>","7"
"556987","Сыпятся ошибки при запуске rails -s","<ruby-on-rails>","6"
"667162","Как можно зашифровать html код?","<javascript><html><css>","6"
"551238","Вопрос касательно методов Ruby","<ruby>","6"
"546251","Тонкая настройка LiveReload под sublime Text3","<sublime-text><sublime-text-3>","6"
"494232","Как в git создать новую ветку и продолжить в ней работать с текущего момента?","<git><git-branch>","6"
"519132","IDE для программирование под Linux","<ide><gcc><g++>","6"
"624858","Правильное именование веток","<git>","6"
"508200","Почему композиция не нарушает Принцип единственной обязанности?","<java><ооп><архитектура><solid>","6"
"520898","Есть название у ""такой"" операции произведения векторов?","<математика><геометрия><терминология>","6"
"638339","Поиск повторяющихся элементов в большом массиве","<java>","6"
"451464","Гем devise + omniauth vkontakte","<ruby-on-rails><gems>","6"
"540263","Как использовать контроль версий в коллективе?","<git><github><контроль-версий>","6"
"759955","async, await - это ключевые слова? С точки зрения модуля keyword - нет!","<python><python-3.x><async-await>","6"
"622777","Обновление ядра на Ubuntu 16","<ubuntu>","6"
"525724","Как расшифровать пароль MYSQL->user->password","<mysql><криптография>","6"
"525451","Как создать сайт со списком решений?","<javascript><html><веб-программирование>","6"
"662774","Как сделать игнор для git pull","<git><git-merge><git-pull>","6"
"583945","Pull request git","<git><github>","6"
"511668","Чем является компонент в контексте архитектуры?","<reactjs>","6"
"644669","PyInstaller выбрасывает IndexError: tuple index out of range ошибку при сборке Python3.6 скрипта в exe","<python><python-3.x><python-3.6><pyinstaller>","6"
"822022","Непонятен принцип работы шаблонных функций","<c++>","6"
"589939","Как работает программа Recuva(HDD)?","<windows>","6"
"516260","Как разбить один коммит на 10 не потеряв код?","<git>","6"
"477322","Как сделать push большого файла более 100 мб","<ios><git><github>","6"
"616835","Политика безопасности","<html><iframe><cross-domain>","5"
"518697","Code golf: Flatten с вставкой дополнительного элемента","<любой-язык><соревнование>","5"
"706364","Зависимости в docker и место на диске","<docker>","5"
"500866","Защита от одновременного редактирования","<c#><sql-server>","5"
"544187","Что такое remotes/origin/HEAD?","<git>","5"
"548888","Зайти на сайт через ISP","<ispmanager>","5"
"709290","Нелицензионный контент и блокировка приложения в Play Market","<android><google-play><playmarket>","5"
"524573","Помогите составить ""дорожную карту"" для Ruby for Web?","<ruby-on-rails><ruby><планирование>","5"
"620728","Решить задачу «Электронные часы» __одной командой__","<любой-язык><соревнование>","5"
"678859","Git. Почему родителями считаются более поздние коммиты?","<git><git-flow>","5"
"533376","Как правильно вставить переменную в запрос?","<golang>","5"
"694845","зачем нужны фреймворки?","<веб-программирование>","5"
"475031","Как реализован счётчик лайков ВКонтакте?","<javascript><jquery><вконтакте>","5"
"478647","Сгенерировать изображения заданного размера","<php><изображения><gd>","5"
"721389","Непонятное поведение all","<postgresql><ruby-on-rails><activerecord>","5"
"580254","Проблема с подсветкой синтаксиса в Sublime Text 3","<sublime-text><sublime-text-3>","5"
"470328","Нам дано рациональное число double. Как выяснить, периодическое оно или нет? - Приближение непрерывными (цепными) дробями","<c++><математика>","5"
"600291","Обмен информацией по WiFi без подключения","<wifi>","5"
"777696","Теряется коммит при создании ветки без названия (dangling commit)","<git>","5"
"482050","npm init для чего нужен entry point: (index.js)","<node.js><npm>","5"
"730316","Как изменить сообщение самого первого коммита?","<git>","5"
"524177","Почему в лямбда выражении не получается поставить фигурные скобки?","<java><javafx>","5"
"498790","Развертывание Rails приложения на хостинге","<ruby-on-rails>","5"
"556698","Падает node.js в Heroku через некоторое время","<node.js><heroku>","5"
"515068","Почему функциональное программирование не так часто применяется для написания игр?","<javascript><разработка-игр>","5"
"803101","Суть платформонезависимости Java","<java><jvm>","5"
"788610","Почему интерпретатор питона не проверяет type hints?","<python><python-3.x><language-lawyer><дизайн-языка><типизация>","5"
"562071","Как подсчитать размер папки FAT","<файловая-система><fat32>","4"
"518672","Code golf: Flatten с вставкой дополнительного элемента","<любой-язык><соревнование>","4"
"652404","Сменить пользователя Git","<git><github>","4"
"515692","Как создать базу данных SQLite без rowid?","<sqlite><sqlite3>","4"
"710474","MySQL не работает внешний ключ","<mysql><sql><foreign-key>","4"
"670114","Вставка множества строк на основе подзапроса","<mysql><sql>","4"
"595354","Сбор статистики частот биграмм","<алгоритм><криптография><статистика>","4"
"667288","Javascript Array.prototype.reduce","<javascript><массивы>","4"
"490713","Почему Функциональное программирование - это самостоятельная парадигма, а не разновидность декларативной?","<ооп><информатика>","4"
"523348","Изображения пропадают с Heroku","<ruby-on-rails><ruby><heroku>","4"
"531959","Хочу полностью удалить ruby и ruby on rails с linux mint(a) и установить с чистого листа","<linux><ruby-on-rails><ruby>","4"
"516321","Дублирование методов в модулях в Ruby","<ruby>","4"
"602515","Объединить несколько похожих классов в один абстрактный","<java><ооп><разработка-игр>","4"
"445875","Как запретить биндить символ знака вопроса в SQL-запросе при использовании PDO в PHP?","<php><postgresql><pdo>","4"
"560591","Проверка строки с датой/временем на корректность в Ruby","<регулярные-выражения><ruby>","4"
"696448","Ruby on Rails Activerecord - id в модели перепутаны","<ruby-on-rails>","4"
"559302","Что такое парциальные шаблоны и как они работают в RoR","<ruby-on-rails>","4"
"645982","Единый код (для расчета цены) на JS и PHP","<php><javascript>","4"
"539803","Наследование и полиморфизм","<java><наследование><объекты><полиморфизм>","4"
"630067","Как печатать каждый n-ый элемент массива в ruby?","<ruby>","4"
"752472","Как удалить из локального коммита изменение в виде удаления папки с файлами?","<git><git-rebase>","4"
"818580","Алгоритм Diffie–Hellman","<php><java><c++><любой-язык><теория>","4"
"582176","PostgreSQL запрос","<postgresql>","4"
"488388","скорость поиска в базе данных","<postgresql>","4"
"674332","Вывести запись где id =null или 6","<sql><ruby-on-rails>","4"
"523857","node.js совместно с nginx","<ubuntu><node.js><nginx>","4"
"548824","Загрузка pdf файла с сервера node","<pdf><node.js>","4"
"563116","Как в Atom заставить разворачиваться конструкцию emmet-а ""div.class"" по табуляции в php файлах?","<php><html><atom><emmet>","4"
"758606","Получить DateTime в формате ISO 8601","<c#>","4"
"637169","В чем отличие между деревом разбора и абстрактным синтаксическим деревом?","<компилятор><грамматика><деревья>","4"
"796357","Чем отличается api от sdk?","<api><терминология><sdk>","4"
"742306","Постоянное SSH соединение","<ruby-on-rails><ruby><ssh>","4"
"668018","В чем разница между WHERE и HAVING в PostgreSQL?","<sql><postgresql>","4"
"462228","Одинаковые имена полей с разным типом в JSON","<java><android><json><rest>","4"
"437468","Как объединить root и обычное приложение?","<android>","4"
"547350","После закрытия Putty звершается фоновый процесс","<linux><putty>","4"
"530348","Есть ли смысл регулярно менять крупный (30 символов?) ключ доступа к секретному файлу?","<php><шифрование>","4"
"743765","Подключаем реакт. Uncaught SyntaxError: Unexpected token <","<javascript><reactjs>","4"
"668644","Не работает сохранение из base64 в изображение","<ruby>","4"
"514870","переместить файлы из одного репозитория в другой с историей коммитов","<git><github><git-commit>","4"
"775296","""Структура данных «Массив» имеет фиксированный размер"". Это всегда так?","<массивы><структуры-данных><динамические-массивы>","4"
"592483","сравнения в Ruby","<ruby>","4"
"562453","как работает вывод в консоль (nodejs)","<node.js><terminal>","4"
"540185","rails puma постоянный рост используемой памяти","<ruby-on-rails><веб-сервер>","4"
"563499","golang: текст в struct поле типа int","<golang>","4"
"717896","Каким методом передается http-запрос в форме и без формы?","<http><post><запрос><get><методы>","4"
"639791","Удаление символов из текста","<ruby>","4"
"764919","Сайт это тоже API?","<веб-программирование><api><терминология>","4"
"532817","Могут ли сосуществовать VMWare и Hyper-V?","<xamarin><vmware><hyper-v>","4"
"566586","Как сделать только один коммит из локальной ветки в remote","<git><git-rebase>","4"
"568050","Почему CHECK не работает в MySQL?","<mysql><sql>","4"
"766589","Как задать позицию (место) потенциального переноса (разрыва) слова, если оно не войдет в TextView по ширине?","<android><android-studio><строки>","4"
"495092","Primary key: отдельное поле ID или ключ по 2м полям?","<mysql><sql>","4"
"631185","Надо сграбить сайт в странной кодировке","<кодировка><ruby><кириллица><cp1251><nokogiri>","4"
"486953","Использование 2 камер android одновременно","<java><android>","4"
"474568","Условный оператор if на Clojure","<lisp><clojure>","4"
"755889","Windows (+VirtualBox) не видят intel VT-x","<windows><windows-10><virtualbox><hyper-v>","4"
"506268","Как получить объекты из двух вложенных ассоциаций (со скоупом) одним списком?","<ruby-on-rails><activerecord>","4"
"512310","Go html template","<html><golang>","4"
"470136","Почему перестал работать выход с сайта Rails (devise)?","<ruby-on-rails><devise>","4"
"514762","Rails + Devise + Angular2: аутентификация","<ruby-on-rails><безопасность><devise><csrf><angular2>","4"
"580210","Вся правда о символах","<ruby>","4"
"512234","Как применить html/css к radio-кнопкам в rails-форме?","<html><css><ruby-on-rails>","4"
"510806","Почему правила именования BEM не использует теги и атрибуты?","<css><бэм>","3"
"565125","Когда использовать path в link_to?","<ruby-on-rails>","3"
"509064","Какая разница между двумя строками кода?","<ruby-on-rails>","3"
"539498","Как валидировать на равенство одному из значений?","<ruby-on-rails><ruby>","3"
"524916","В чем разница между двумя вариантами создания ассоциации?","<ruby-on-rails><orm><activerecord>","3"
"508487","Как передать на golang функцию в функцию?","<golang>","3"
"492128","Обмен данными между двумя клиентами (браузерами)","<веб-программирование><передача-данных>","3"
"489961","CSRF-токен в куках","<php><алгоритм><cookie><защита><csrf>","3"
"504492","Вопросы по docker'у","<linux><docker>","3"
"563422","Менеджмент front-end зависимостей на Ruby","<ruby><gems><dependencies>","3"
"509707","Авторизация через социальные сети: выход","<php><авторизация><oauth2>","3"
"540027","Понимание систем контроля версий","<контроль-версий>","3"
"562402","Типизация - языки со ""множественной типизацией"" (union types) аргументов методов?","<php><ооп><любой-язык><теория-типов>","3"
"508580","после checkout все изменения остаются как в старой ветке","<git><git-branch>","3"
"499645","Диалоговое окно для удаления приложения","<android>","3"
"464389","Роуты и категории rails","<ruby-on-rails>","3"
"604254","Rails: scope из модели в self","<ruby-on-rails><scope>","3"
"803316","MD5 в текстовом режиме?","<linux><bash><linux-mint><md5>","3"
"487396","CIDER ругается на nRepl после обновления пакетов в Emacs","<package><emacs><clojure><cider>","3"
"443330","Как сделать каждое слово в кириллической строке с заглавной буквы?","<ruby>","3"
"567776","Представить число в виде суммы последовательных слагаемых","<c++><алгоритм>","3"
"627398","Как получить посты, у которых нет категорий?","<ruby-on-rails>","3"
"515192","SQL обновление нескольких записей одним запросом","<sql><postgresql>","3"
"464402","Как правильно найти пост внутри категории?","<ruby-on-rails>","3"
"604950","Можно ли транслировать из C++ в Haxe?","<c++><haxe>","3"
"573522","Как принять pull request частично?","<git><github>","3"
"711605","Golang Бесконечный цикл и загрузка ЦП","<golang>","3"
"562244","Можно ли запустить nodejs и python сервера на одном порту?","<python><node.js><django><сервер><koa.js>","3"
"569916","Как устроен RAIL - жизненный цикл приложения?","<javascript><производительность>","3"
"488846","Что делает этот фрагмент кода c `sys.stdin`?","<python>","3"
"744704","Как в Ruby при создании объекта класса сохранить в массив созданных объектов?","<ruby>","3"
"592820","Как получить ключ GPG?","<linux><ubuntu><gpg>","3"
"709728","Как в Гите настроить отдельную папку для просмотра истории проекта?","<git>","3"
"651645","Clojure, lein и запуск jar","<jar><clojure>","3"
"589902","Массивы Javascript","<javascript>","3"
"685762","Переключится на ветку Git","<git><github><git-branch>","3"
"617782","Как в ruby создавать txt файл с переменной в названии?","<ruby>","3"
"521757","Почему не устанавливается Postgresql?","<postgresql>","3"
"747877","Как вычислить сумму массива чисел на Swift (аналогично примеру на Ruby)","<swift><ruby>","3"
"479989","undefined method `permit' for ""#<Flight:0xdb2b88c>"":String","<ruby-on-rails><ruby><rspec>","3"
"586278","WebSocket - Как правильно хранить соединения?","<javascript><node.js><сервер><websocket>","3"
"519962","Русскоязычные книги для изучения RSpec Ruby","<ruby><rspec>","3"
"806406","Определение типов","<c++>","3"
"492189","Правила именования миграций,таблиц в Rails","<ruby-on-rails>","3"
"501934","Как сделать pull request в определенную ветку, чтобы он не сливался с другими pull'ами?","<git><github><git-branch><git-checkout>","3"
"646933","Как получить SHA последнего коммита?","<git><bitbucket>","3"
"564319","Почему пишет cannot load such file?","<ruby-on-rails>","3"
"743289","Как сделать, чтоб срабатывала 2 исключения сразу?","<ruby><исключения>","3"
"706234","Docker. Образ python","<docker>","3"
"491087","В каких ветках есть локальные изменения","<git><git-branch><git-remote>","3"
"561782","Как лучше работать с конфигурациями в Ruby","<ruby><config><configuration><best-practice>","3"
"482012","Compass Sass vs gulp","<javascript><gulp><sass><compass>","3"
"636472","Будьте толмачем. Template Toolkit -> ERB RUBY","<ruby><шаблоны><erb>","3"
"669281","Можно ли хостить один домен на нескольких хостинг площадках?","<веб-программирование><dns><hosting>","3"
"583413","Как объединить два массива из хешей в один, не дублируя одинаковые значения?","<ruby>","3"
"745140","Изменение модификатора доступа при переопределении","<java><ооп>","3"
"670569","Вычисление кубического корня в sympy","<python-3.x><sympy>","3"
"611467","Как вернуть ключ разработчика?","<android-studio>","3"
"534097","Принципиально ли различие версий Debian?","<debian><virtualbox>","3"
"495784","Что делает метод build?","<ruby-on-rails>","3"
"606291","Rails валидации","<ruby-on-rails><валидация>","3"
"548321","Веб из PHP в Ruby","<php><ruby-on-rails><ruby>","3"
"777348","PHPMailer: Как в тело письма встроить Youtube видео?","<php><html>","3"
"486439","USB флешка с FAT32 + EXTfs под Linux-ом","<linux><ext4><fat32><flash-память>","3"
"543619","Как работает AntiForgeryToken? Мне кажется я могу его подделать","<csrf>","3"
"503927","Rails validates uniqueness для PostgreSQL JSON type","<ruby-on-rails><postgresql>","3"
"529236","Google Chrom не пускает на сайт с не подписанным сертификатом","<google-chrome><ssl><https>","3"
"745187","Был утерян электронный ключ подписи приложения Android","<android>","3"
"435037","Как узнать ID пользователя, заходившего на мой сайт?","<javascript><vkontakte-api>","3"
"482428","Как правильно подключить Susy?","<css><sass>","3"
"653840","spree footer image path ошибка","<html><ruby-on-rails><spree>","3"
"565507","Обьясните в чем разница между symbol и string","<ruby>","3"
"778725","Если я прекращу подписку Github станет ли мой репозиторий публичным?","<github>","3"
"507427","Проблема с миграцией базы данных на postgres","<ruby-on-rails><postgresql>","3"
"666379","Windows. Возможно ли забиндить по нажатию клавиши taskkill?","<windows><binding><процесс>","3"
"561355","Отключение регистрации в gem devise","<ruby-on-rails>","3"
"642493","Как соединить две окружности прямой","<c#><графика>","3"
"552698","Rails 4.2.6. - Как создать миграцию с Хранимыми процедурами?","<mysql><ruby-on-rails><procedure>","3"
"646971","Измерить время выполнения функции в Ruby","<ruby>","3"
"554474","Бесплатные программы проектирования ERD","<проектирование>","3"
"533414","Проектирование БД: сетевые связи","<база-данных>","3"
"544722","Использовать терминал с сессией через Ruby","<linux><ruby><shell><terminal><exec>","3"
"532751","Rails 4.2.6 Проблемы с сохранением JSON поля Postgresql","<json><ruby-on-rails><postgresql>","3"
"622248","Что означает if r, err := f1(i); err != nil в GoLang?","<golang>","2"
"608784","Какой условный оператор использовать, для того чтобы программа не заканчивалась?","<ruby>","2"
"623865","Не могу разобраться с зависимостями в гемфайле","<ruby-on-rails><gems>","2"
"523089","Автозапуск всех контейнеров в docker","<linux><docker>","2"
"577106","Как включить отображение ошибок в консоле?","<ubuntu><ruby-on-rails><nginx>","2"
"527665","Как сделать проверку существования записи?","<ruby-on-rails>","2"
"544740","Как правильно рендерить страницы с ошибками в Rails?","<ruby-on-rails>","2"
"660970","Как сделать references с одного поля на несколько таблиц в PostgresSQL одновременно?","<postgresql>","2"
"608951","Null не появляется в schema.rb после миграции","<ruby-on-rails><миграция>","2"
"476996","Google Play Services sign in","<android><google-play><google-play-games>","2"
"639369","Валидация на равенство двух значений","<ruby-on-rails><валидация>","2"
"661246","является ли функция SUBSTRING(); ""чистым"" sql-92","<mysql>","2"
"706684","Как организовать Pre-receive Hooks на GitHub?","<github>","2"
"651208","Как запретить удаление определенных записей?","<ruby-on-rails>","2"
"519221","Code golf: Flatten с вставкой дополнительного элемента","<любой-язык><соревнование>","2"
"666312","Переименовать ключи в хэше ruby","<ruby>","2"
"499206","Сохраняет ли HSQLDB данные в БД если работает In memory внутри веб-приложения","<java><база-данных><hibernate><web-apps>","2"
"477647","Условия вывода для LEFT JOIN","<sql><postgresql>","2"
"622572","Как в slim правильно написать ""end.empty""?","<ruby-on-rails>","2"
"531769","Можно ли подключить SSL только для одной страницы сайта?","<https><ssl>","2"
"684077","Куда подевались ресурсы?","<ruby-on-rails><webpack>","2"
"524634","Преобразование заданных типов","<golang>","2"
"676365","SHA256 хеш функция","<sha>","2"
"536052","ActiveRecord: как производится изменение записи в базе данных?","<sql><ruby><activerecord><sinatra>","2"
"496703","Вопрос по emmet в sublime text","<sublime-text>","2"
"585080","Как разместить бота на heroku?","<python><python-3.x><telegram-bot><heroku>","2"
"594840","Как можно вывести массив времени?","<ruby-on-rails>","2"
"553661","Rails gem Reform отображение ошибок","<ruby-on-rails><форма>","2"
"572280","ActiveRecord: как обеспечить записи время жизни?","<ruby-on-rails>","2"
"520054","самый короткий перебор паролей","<соревнование>","2"
"680196","Что значит ""добавить изменения в upstream""?","<терминология>","2"
"773317","Как выбрать НЕ уникальный элементы массива","<ruby>","2"
"602556","Как прописать в Linux путь для нахождения библиотеки в jar?","<java><linux>","2"
"629462","Ruby ob Rails rake aborted","<windows><ruby-on-rails><openserver>","2"
"847505","Как обойти два массива параллельно?","<ruby>","2"
"549622","Access.log в Apache","<apache>","2"
"698261","Каскадное удаление в postgres","<sql><postgresql>","2"
"672950","Пересечения массивов с хэшами","<ruby>","2"
"808294","Как работать с конкурирующими запросами в Rails?","<ruby-on-rails>","2"
"567599","Создание объекта, принадлежащего нескольким связям разом","<ruby-on-rails>","2"
"606926","Как осуществить перевод куска кода LESS в SCSS?","<css><scss><less>","2"
"759158","Асинхронность в браузере","<браузер><асинхронность>","2"
"480942","Rails 1 контроллер для 2х моделей?","<ruby-on-rails>","2"
"549643","Не ставится gem jazz-hands","<ruby-on-rails><ruby><gems>","2"
"643349","Обновление функционала после пул реквеста","<git><git-pull><git-flow>","2"
"708497","Может ли Heap Sort копировать все элементы?","<java><алгоритм>","2"
"568014","Как составить запрос ActiveRecord","<ruby-on-rails><activerecord>","2"
"499639","NodeJS не открывает файл .js","<node.js>","2"
"761257","unknown attribute 'description' for Post","<ruby-on-rails><activerecord>","2"
"634244","Cannot eagerly load the polymorphic association :image","<ruby-on-rails>","2"
"850738","Способ поиска по результатам анкетирования (по таблице многие ко многим)","<mysql><sql>","2"
"561858","Оператор сравнения в Ruby","<ruby><c++>","2"
"784698","Запуск второй ОС","<windows><ubuntu><os><dual-boot>","2"
"583883","Написание высокопроизводительного REST endpoint","<ruby-on-rails><rest>","2"
"450304","Аналог first_or_create для has_one","<ruby-on-rails>","2"
"510168","Как перевести этот тест из should-синтаксиса в expect-синтаксис?","<ruby-on-rails><ruby><rspec>","2"
"627245","Ruby on Rails: Как правильно создать модели и миграции?","<ruby-on-rails><ruby>","2"
"635876","Верхняя гамма функция","<ruby><math>","2"
"686769","Как работает SSL в мобильных приложениях?","<алгоритм><ssl><шифрование><сертификат>","2"
"442898","Переход по прямой ссылке","<javascript><jquery><ajax>","2"
"536276","Ошибка при запуске локального сервера на Clojure в IntellijIDEA","<clojure>","2"
"697597","Где лучше развернуть админку?","<админка>","2"
"745157","Русскоязычный вариант для термина slug","<терминология><faq>","2"
"634337","Rails SQLite3::ConstraintException: UNIQUE constraint failed: index 'index_users_on_reset_password_token'","<ruby-on-rails><devise>","2"
"640197","Выборка данных из нескольких таблиц","<mysql>","2"
"574303","Доступ по ssh с другой машины","<git><bitbucket>","2"
"574805","Можно ли сохранить изменения в *.html файле?","<javascript>","2"
"444084","Ассоциативный массив в js","<javascript><json>","2"
"504960","постфиксный и префиксный ++","<c++>","2"
"487072","sass математические операции","<sass><препроцессор>","2"
"504151","Electron. Как понять какой файл открыт программой?","<electron>","2"
"756058","Перенос коммитов из одной ветки в середину другой","<git><git-branch>","2"
"518203","Стандартные библиотеки LLVM C++ и GNU C++ имеют разные заголовки","<c++><xcode><llvm>","2"
"519084","Определение местоположения Android с высокой точностью","<android><google-api><android-location>","2"
"682869","Как получить свой проект с git'a","<git><github>","2"
"444136","Как использовать все команды Redis из под NodeJS?","<node.js><redis>","2"
"617294","Вывод ассоциаций","<ruby-on-rails>","2"
"491016","Обновление связей при кешировании Rails","<ruby-on-rails><memcached><кэширование>","2"
"625587","Ruby on rails MVC","<javascript><ruby-on-rails>","2"
"497638","Настройка Github и PHPStorm","<git><github><phpstorm>","2"
"542384","Очередь к базе данных","<база-данных><многопоточность><ruby>","2"
"545145","Есть ли в Rails возможность использовать ресурсы с параметром, отличающимся от id?","<ruby-on-rails>","2"
"708835","Поиск PersistentArrayMap по части ключей","<clojure>","2"
"566185","Запрос Active Record","<ruby-on-rails><activerecord>","2"
"495010","Трудности с установкой HSQLDB","<база-данных><установка><настройка>","2"
"484202","failed to @extend "".class"". The selector "".class"" was not found","<ruby-on-rails><sass><scss>","2"
"591222","Как изменить в редакторе Atom вид комментария в css и sass/scss файлах?","<css><atom>","2"
"600685","Обход блокировки по IP на ресурсе","<c#>","2"
"539065","Ruby 'require' error: cannot load such file","<ruby-on-rails>","2"
"558979","Разница между полями в выборке","<ruby-on-rails><ruby>","2"
"647176","Ошибка private method `new' called for Prime Ruby","<ruby>","2"
"557254","Как правильно организовать защиту сервиса?","<java><spring-security><oauth2>","2"
"510382","Автокомплит переменных в Sublime Text","<sublime-text>","2"
"742886","вывод в show из соединительной таблицы","<ruby-on-rails>","2"
"436382","Как вывести элементы двух моделей в одном списке? RAILS","<ruby-on-rails>","2"
"557275","Как сделать эффект колокольчика?","<css3>","2"
"574055","Получение данных из внешней базы в Rails","<mysql><ruby-on-rails><ruby>","2"
"436265","Функция с точкой в названии","<ооп><ruby>","2"
"525007","Что является best-practice'ом интернационализации flash'ей?","<ruby-on-rails><i18n>","2"
"445886","Куда передаёт блок yield в Rails приложении?","<ruby-on-rails>","2"
"511172","Node js сервер ребут при обновлении сайта","<node.js>","2"
"767235","Как работает sleep()?","<sleep>","2"
"582525","Как строятся справочные системы?","<sql><база-данных><алгоритм><словари>","2"
"597267","Ruby: разобрать строку в хэш","<ruby>","2"
"824216","ssh-keygen -R server_name - удаляет информацию о ключах с локального ПК или с сервера тоже?","<ssh><ssh-key>","2"
"519137","Как работают фабрики в тестах rspec?","<ruby-on-rails><rspec>","2"
"510016","Как сделать копию базы?","<sql><linux><postgresql>","2"
"601524","Как заставить Jekyll на Github Pages компилить Jade (Pug)?","<jade><jekyll><pug>","2"
"511614","что такое неделимая операция семафора?","<c++>","2"
"482739","LinuxOS для Ruby, Node-npm, webpack и react","<linux>","2"
"575283","Проблема с IF в ruby","<ruby>","2"
"592706","Rails Association has_many has_many","<ruby-on-rails>","2"
"514742","rewrite vk mp3 и воспроизведение браузером","<.htaccess><mod-rewrite>","2"
"502056","подмена referer в новом окне при переходе по ссылке","<javascript><html>","2"
"563496","Можно ли опубликовать на сайте GUI программу на Python?","<python><django><gui>","2"
"629192","Многозадачность компьютеров","<многопоточность><таймер><ос>","2"
"637246","В чем особенность применения блока transaction (AR)?","<ruby-on-rails>","2"
"639316","Как вывести text_field_tag для модели?","<ruby-on-rails>","2"
"606425","redis как просмотреть список всех баз?","<redis>","2"
"648199","где находятся файлы обьектов базы данных на сайте на Rails","<база-данных><файлы><ruby-on-rails><postgresql><восстановление>","1"
"505854","Полиморфная связь один ко многим","<ruby-on-rails><activerecord>","1"
"630779","не отображаются изображения, загруженные paperclip-dropbox","<ruby-on-rails><paperclip>","1"
"601923","CRUD app Ruby on Rails?","<ruby-on-rails>","1"
"511187","Выбор типа связи и реализации функции ""добавление в друзья"" с подтверждением","<ruby-on-rails><orm><crud><связи>","1"
